,Unnamed: 0,TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
36755,601423,Vehicle Collision or Pedestrian Struck (with Injury),2018,7,2,11,54,6XX W 6TH AVE,Fairview,491429.0,5457017.0
36756,601457,Vehicle Collision or Pedestrian Struck (with Injury),2018,8,3,15,1,74XX BLOCK CAMBIE ST,Marpole,491500.0,5451659.0
36757,601468,Vehicle Collision or Pedestrian Struck (with Injury),2018,6,11,9,3,75XX BLOCK VIVIAN DR,Killarney,496283.0,5451488.0
36758,601470,Vehicle Collision or Pedestrian Struck (with Injury),2018,8,9,18,59,75XX STANLEY PARK DR,Stanley Park,488616.0,5460966.0
36759,601506,Vehicle Collision or Pedestrian Struck (with Injury),2018,12,1,20,2,7XX BLOCK DAVIE ST,Central Business District,490811.0,5458285.0
36760,601566,Vehicle Collision or Pedestrian Struck (with Injury),2018,10,8,22,56,7XX BLOCK STANLEY PARK CSWY,Stanley Park,490016.0,5460571.0
36761,601570,Vehicle Collision or Pedestrian Struck (with Injury),2018,9,20,6,38,7XX BLOCK SW MARINE DR,Marpole,491129.0,5450600.0
36762,601578,Vehicle Collision or Pedestrian Struck (with Injury),2018,10,10,23,28,7XX BLOCK VICTORIA DR,Grandview-Woodland,495228.0,5458382.0
36763,601590,Vehicle Collision or Pedestrian Struck (with Injury),2018,1,21,5,42,7XX BLOCK WINDERMERE ST,Hastings-Sunrise,497365.0,5458374.0
36764,601614,Vehicle Collision or Pedestrian Struck (with Injury),2018,3,18,3,39,80XX BLOCK GRANVILLE ST,Marpole,489776.0,5451144.0
36765,601620,Vehicle Collision or Pedestrian Struck (with Injury),2018,5,8,15,13,80XX BLOCK OAK ST,Marpole,490524.0,5451110.0
36766,601669,Vehicle Collision or Pedestrian Struck (with Injury),2018,1,18,17,58,81XX KNIGHT STREET BRDG,Sunset,494372.0,5450871.0
36767,601670,Vehicle Collision or Pedestrian Struck (with Injury),2018,3,26,15,57,81XX KNIGHT STREET BRDG,Sunset,494372.0,5450871.0
36768,601671,Vehicle Collision or Pedestrian Struck (with Injury),2018,7,12,17,25,81XX KNIGHT STREET BRDG,Sunset,494372.0,5450871.0
36769,601679,Vehicle Collision or Pedestrian Struck (with Injury),2018,8,31,12,9,81XX KNIGHT STREET BRDG,Victoria-Fraserview,494387.0,5450877.0
36770,601696,Vehicle Collision or Pedestrian Struck (with Injury),2018,2,6,5,41,83XX BLOCK FRASER ST,Sunset,493361.0,5450757.0
36771,601717,Vehicle Collision or Pedestrian Struck (with Injury),2018,11,30,8,41,85XX BLOCK BOUNDARY RD,Killarney,498287.0,5450475.0
36772,601807,Vehicle Collision or Pedestrian Struck (with Injury),2018,12,4,15,30,8XX BLOCK POWELL ST,Strathcona,493684.0,5458914.0
36773,601814,Vehicle Collision or Pedestrian Struck (with Injury),2018,8,13,6,52,8XX BLOCK SW MARINE DR,Marpole,490944.0,5450483.0
36774,601824,Vehicle Collision or Pedestrian Struck (with Injury),2018,12,10,21,46,8XX BLOCK UNION ST,Strathcona,493679.0,5458301.0
36775,601828,Vehicle Collision or Pedestrian Struck (with Injury),2018,9,28,11,38,8XX BLOCK VICTORIA DR,Grandview-Woodland,495228.0,5458297.0
36776,601866,Vehicle Collision or Pedestrian Struck (with Injury),2018,1,9,8,55,9XX BLOCK BURRARD ST,West End,490931.0,5458819.0
36777,601867,Vehicle Collision or Pedestrian Struck (with Injury),2018,5,30,13,55,9XX BLOCK BURRARD ST,West End,490931.0,5458819.0
36778,601871,Vehicle Collision or Pedestrian Struck (with Injury),2018,7,14,19,3,9XX BLOCK BUTE ST,West End,490592.0,5459086.0
36779,601877,Vehicle Collision or Pedestrian Struck (with Injury),2018,2,3,12,32,9XX BLOCK COMMERCIAL DR,Grandview-Woodland,494946.0,5458197.0
36780,601892,Vehicle Collision or Pedestrian Struck (with Injury),2018,7,26,17,30,9XX BLOCK E BROADWAY AVE,Mount Pleasant,493820.0,5456636.0
36781,601908,Vehicle Collision or Pedestrian Struck (with Injury),2018,8,25,19,5,9XX BLOCK MAIN ST,Strathcona,492741.0,5458193.0
36782,601914,Vehicle Collision or Pedestrian Struck (with Injury),2018,1,31,19,8,9XX BLOCK PRINCESS AVE,Strathcona,493331.0,5458196.0
36783,601932,Vehicle Collision or Pedestrian Struck (with Injury),2018,10,31,6,14,9XX BLOCK SW MARINE DR,Marpole,490677.0,5450315.0
36784,601966,Vehicle Collision or Pedestrian Struck (with Injury),2018,9,18,12,57,ABBOTT ST / KEEFER PL,Central Business District,492171.0,5458556.0
36785,601979,Vehicle Collision or Pedestrian Struck (with Injury),2018,3,25,12,12,ABBOTT ST / W HASTINGS ST,Central Business District,492203.0,5458810.0
36786,601980,Vehicle Collision or Pedestrian Struck (with Injury),2018,6,26,17,56,ABBOTT ST / W HASTINGS ST,Central Business District,492203.0,5458810.0
36787,601981,Vehicle Collision or Pedestrian Struck (with Injury),2018,9,14,16,22,ABBOTT ST / W HASTINGS ST,Central Business District,492203.0,5458810.0
36788,601982,Vehicle Collision or Pedestrian Struck (with Injury),2018,12,7,12,30,ABBOTT ST / W HASTINGS ST,Central Business District,492203.0,5458810.0
36789,602001,Vehicle Collision or Pedestrian Struck (with Injury),2018,3,10,16,57,ADANAC ST / CLARK DR,Strathcona,494381.0,5458326.0
36790,602032,Vehicle Collision or Pedestrian Struck (with Injury),2018,10,6,9,4,ALBERNI ST / DENMAN ST,West End,490227.0,5459946.0
36791,602067,Vehicle Collision or Pedestrian Struck (with Injury),2018,11,22,5,30,ALMA ST / W 10TH AVE,West Point Grey,486474.0,5456763.0
36792,602077,Vehicle Collision or Pedestrian Struck (with Injury),2018,10,16,13,50,ANDERSON ST / LAMEYS MILL RD,Fairview,489978.0,5457412.0
36793,602078,Vehicle Collision or Pedestrian Struck (with Injury),2018,7,27,23,22,ANDERSON ST / W 3RD AVE,Fairview,489946.0,5457344.0
36794,602081,Vehicle Collision or Pedestrian Struck (with Injury),2018,10,26,18,11,ANGUS DR / GRANVILLE ST,Shaughnessy,489891.0,5455757.0
36795,602134,Vehicle Collision or Pedestrian Struck (with Injury),2018,7,18,16,43,ARGYLE DR / BRAEBURN ST,Victoria-Fraserview,494924.0,5451795.0
36796,602137,Vehicle Collision or Pedestrian Struck (with Injury),2018,12,14,0,23,ARGYLE DR / VICTORIA DR,Victoria-Fraserview,495203.0,5451944.0
36797,602151,Vehicle Collision or Pedestrian Struck (with Injury),2018,6,1,22,27,ARGYLE ST / SE MARINE DR,Victoria-Fraserview,494806.0,5450922.0
36798,602204,Vehicle Collision or Pedestrian Struck (with Injury),2018,7,25,9,56,BEACH AVE / JERVIS ST,West End,489936.0,5458649.0
36799,602220,Vehicle Collision or Pedestrian Struck (with Injury),2018,8,16,17,54,BEATTY ST / W GEORGIA ST,Central Business District,491835.0,5458445.0
36800,602221,Vehicle Collision or Pedestrian Struck (with Injury),2018,10,17,14,48,BEATTY ST / W GEORGIA ST,Central Business District,491835.0,5458445.0
36801,602229,Vehicle Collision or Pedestrian Struck (with Injury),2018,1,25,22,4,BIDWELL ST / ALBERNI ST,West End,490342.0,5459832.0
36802,602245,Vehicle Collision or Pedestrian Struck (with Injury),2018,8,23,18,51,BLANCA ST / W 4TH AVE,West Point Grey,484359.0,5457394.0
36803,602253,Vehicle Collision or Pedestrian Struck (with Injury),2018,3,21,8,52,BLENHEIM ST / W 37TH AVE,Dunbar-Southlands,486994.0,5453991.0
36804,602261,Vehicle Collision or Pedestrian Struck (with Injury),2018,3,25,11,1,BLENHEIM ST / W 41ST AVE,Dunbar-Southlands,486989.0,5453568.0
36805,602271,Vehicle Collision or Pedestrian Struck (with Injury),2018,1,27,16,6,BOUNDARY RD / BOUNDARY RD OFRP,Renfrew-Collingwood,498274.0,5456445.0
36806,602274,Vehicle Collision or Pedestrian Struck (with Injury),2018,9,30,13,50,BOUNDARY RD / E 18TH AVE,Renfrew-Collingwood,498267.0,5455715.0
36807,602299,Vehicle Collision or Pedestrian Struck (with Injury),2018,9,27,20,22,BOUNDARY RD / E 45TH AVE,Killarney,498288.0,5452939.0
36808,602311,Vehicle Collision or Pedestrian Struck (with Injury),2018,8,18,19,23,BOUNDARY RD / E 49TH AVE,Killarney,498280.0,5452129.0
36809,602312,Vehicle Collision or Pedestrian Struck (with Injury),2018,10,26,21,24,BOUNDARY RD / E 49TH AVE,Killarney,498280.0,5452129.0
36810,602331,Vehicle Collision or Pedestrian Struck (with Injury),2018,7,16,22,52,BOUNDARY RD / KINGSWAY AVE,Killarney,498290.0,5453279.0
36811,602337,Vehicle Collision or Pedestrian Struck (with Injury),2018,5,30,11,37,BOUNDARY RD / MARINE WAY,Killarney,498286.0,5450301.0
36812,602340,Vehicle Collision or Pedestrian Struck (with Injury),2018,12,29,18,30,BOUNDARY RD / MOSCROP ST,Renfrew-Collingwood,498275.0,5454419.0
36813,602358,Vehicle Collision or Pedestrian Struck (with Injury),2018,5,2,3,29,BOUNDARY RD OFRP / TRANS CANADA HWY,Renfrew-Collingwood,498139.0,5456660.0
36814,602362,Vehicle Collision or Pedestrian Struck (with Injury),2018,3,2,18,34,BRIDGEWAY / CASSIAR CONN,Hastings-Sunrise,497659.0,5459005.0
36815,602421,Vehicle Collision or Pedestrian Struck (with Injury),2018,6,9,11,35,BURRARD ST / DAVIE ST,Central Business District,490604.0,5458488.0
36816,602422,Vehicle Collision or Pedestrian Struck (with Injury),2018,6,21,21,25,BURRARD ST / DAVIE ST,Central Business District,490604.0,5458488.0
36817,602423,Vehicle Collision or Pedestrian Struck (with Injury),2018,7,14,3,22,BURRARD ST / DAVIE ST,Central Business District,490604.0,5458488.0
36818,602428,Vehicle Collision or Pedestrian Struck (with Injury),2018,8,28,16,35,BURRARD ST / DRAKE ST,Central Business District,490487.0,5458372.0
36819,602436,Vehicle Collision or Pedestrian Struck (with Injury),2018,2,19,1,20,BURRARD ST / DUNSMUIR ST,Central Business District,491317.0,5459212.0
36820,602437,Vehicle Collision or Pedestrian Struck (with Injury),2018,7,31,17,0,BURRARD ST / DUNSMUIR ST,Central Business District,491317.0,5459212.0
36821,602468,Vehicle Collision or Pedestrian Struck (with Injury),2018,6,18,15,10,BURRARD ST / PACIFIC ST,West End,490369.0,5458252.0
36822,602477,Vehicle Collision or Pedestrian Struck (with Injury),2018,1,24,17,13,BURRARD ST / ROBSON ST,Central Business District,491068.0,5458954.0
36823,602484,Vehicle Collision or Pedestrian Struck (with Injury),2018,1,28,11,32,BURRARD ST / SMITHE ST,West End,490950.0,5458837.0
36824,602485,Vehicle Collision or Pedestrian Struck (with Injury),2018,8,5,6,13,BURRARD ST / SMITHE ST,West End,490950.0,5458837.0
36825,602486,Vehicle Collision or Pedestrian Struck (with Injury),2018,8,21,0,43,BURRARD ST / SMITHE ST,West End,490950.0,5458837.0
36826,602503,Vehicle Collision or Pedestrian Struck (with Injury),2018,6,6,16,18,BURRARD ST / W 1ST AVE,Kitsilano,489416.0,5457555.0
36827,602504,Vehicle Collision or Pedestrian Struck (with Injury),2018,8,19,16,2,BURRARD ST / W 1ST AVE,Kitsilano,489416.0,5457555.0
36828,602513,Vehicle Collision or Pedestrian Struck (with Injury),2018,10,28,22,44,BURRARD ST / W 4TH AVE,Kitsilano,489404.0,5457259.0
36829,602590,Vehicle Collision or Pedestrian Struck (with Injury),2018,8,21,23,12,CAMBIE ST / DUNSMUIR ST,Central Business District,491886.0,5458643.0
36830,602617,Vehicle Collision or Pedestrian Struck (with Injury),2018,3,18,21,1,CAMBIE ST / W 12TH AVE,,,
36831,602678,Vehicle Collision or Pedestrian Struck (with Injury),2018,11,25,21,33,CAMBIE ST / W 49TH AVE,Oakridge,491506.0,5452595.0
36832,602679,Vehicle Collision or Pedestrian Struck (with Injury),2018,12,23,8,3,CAMBIE ST / W 49TH AVE,Oakridge,491506.0,5452595.0
36833,602698,Vehicle Collision or Pedestrian Struck (with Injury),2018,9,26,18,16,CAMBIE ST / W 59TH AVE,Marpole,491498.0,5451579.0
36834,602704,Vehicle Collision or Pedestrian Struck (with Injury),2018,2,9,5,59,CAMBIE ST / W 61ST AVE,Marpole,491473.0,5451363.0
36835,602707,Vehicle Collision or Pedestrian Struck (with Injury),2018,7,25,20,44,CAMBIE ST / W 62ND AVE,Marpole,491490.0,5451264.0
36836,602715,Vehicle Collision or Pedestrian Struck (with Injury),2018,1,8,17,30,CAMBIE ST / W 64TH AVE,Marpole,491476.0,5451064.0
36837,602716,Vehicle Collision or Pedestrian Struck (with Injury),2018,5,31,19,35,CAMBIE ST / W 64TH AVE,Marpole,491476.0,5451064.0
36838,602717,Vehicle Collision or Pedestrian Struck (with Injury),2018,6,3,10,48,CAMBIE ST / W 64TH AVE,Marpole,491476.0,5451064.0
36839,602728,Vehicle Collision or Pedestrian Struck (with Injury),2018,12,17,17,45,CAMBIE ST / W 8TH AVE,Fairview,491641.0,5456817.0
36840,602765,Vehicle Collision or Pedestrian Struck (with Injury),2018,3,24,4,16,CAMBIE ST / W PENDER ST,Central Business District,491994.0,5458762.0
36841,602766,Vehicle Collision or Pedestrian Struck (with Injury),2018,10,6,13,8,CAMBIE ST / W PENDER ST,Central Business District,491994.0,5458762.0
36842,602829,Vehicle Collision or Pedestrian Struck (with Injury),2018,10,31,9,12,CASSIAR ST / E 24TH AVE,Renfrew-Collingwood,497739.0,5455113.0
36843,602891,Vehicle Collision or Pedestrian Struck (with Injury),2018,10,12,16,5,CLARK DR / E 1ST AVE,Strathcona,494371.0,5457434.0
36844,602892,Vehicle Collision or Pedestrian Struck (with Injury),2018,11,18,12,32,CLARK DR / E 1ST AVE,Strathcona,494371.0,5457434.0
36845,602922,Vehicle Collision or Pedestrian Struck (with Injury),2018,8,23,15,38,CLARK DR / E BROADWAY AVE,Mount Pleasant,494352.0,5456628.0
36846,602923,Vehicle Collision or Pedestrian Struck (with Injury),2018,9,19,13,36,CLARK DR / E BROADWAY AVE,Mount Pleasant,494352.0,5456628.0
36847,602924,Vehicle Collision or Pedestrian Struck (with Injury),2018,10,13,12,3,CLARK DR / E BROADWAY AVE,Mount Pleasant,494352.0,5456628.0
36848,602934,Vehicle Collision or Pedestrian Struck (with Injury),2018,3,29,10,57,CLARK DR / E GEORGIA ST,Strathcona,494382.0,5458425.0
36849,602945,Vehicle Collision or Pedestrian Struck (with Injury),2018,1,8,10,45,CLARK DR / E HASTINGS ST,Strathcona,494392.0,5458735.0
36850,602957,Vehicle Collision or Pedestrian Struck (with Injury),2018,1,15,23,17,CLARK DR / NAPIER ST,Strathcona,494377.0,5458023.0
36851,602975,Vehicle Collision or Pedestrian Struck (with Injury),2018,2,3,10,25,CLARK DR / VENABLES ST,Strathcona,494379.0,5458225.0
36852,603005,Vehicle Collision or Pedestrian Struck (with Injury),2018,4,29,11,48,COLUMBIA ST / W 8TH AVE,Mount Pleasant,492034.0,5456793.0
36853,603018,Vehicle Collision or Pedestrian Struck (with Injury),2018,7,18,1,51,COMMERCIAL DR / E 10TH AVE,Kensington-Cedar Cottage,494920.0,5456517.0
36854,603026,Vehicle Collision or Pedestrian Struck (with Injury),2018,5,20,13,57,COMMERCIAL DR / E 12TH AVE,Kensington-Cedar Cottage,494917.0,5456315.0
36855,603027,Vehicle Collision or Pedestrian Struck (with Injury),2018,8,5,1,30,COMMERCIAL DR / E 12TH AVE,Kensington-Cedar Cottage,494917.0,5456315.0
36856,603044,Vehicle Collision or Pedestrian Struck (with Injury),2018,2,16,20,40,COMMERCIAL DR / E 1ST AVE,Grandview-Woodland,494931.0,5457427.0
36857,603045,Vehicle Collision or Pedestrian Struck (with Injury),2018,11,8,19,57,COMMERCIAL DR / E 1ST AVE,Grandview-Woodland,494931.0,5457427.0
36858,603083,Vehicle Collision or Pedestrian Struck (with Injury),2018,7,30,6,6,COMMERCIAL DR / E HASTINGS ST,Grandview-Woodland,494879.0,5458723.0
36859,603084,Vehicle Collision or Pedestrian Struck (with Injury),2018,9,4,15,42,COMMERCIAL DR / E HASTINGS ST,Grandview-Woodland,494879.0,5458723.0
36860,603113,Vehicle Collision or Pedestrian Struck (with Injury),2018,6,16,11,55,COMMERCIAL ST / E 41ST AVE,Victoria-Fraserview,494999.0,5453312.0
36861,603201,Vehicle Collision or Pedestrian Struck (with Injury),2018,12,29,7,52,DAVIE ST / DENMAN ST,West End,489686.0,5459400.0
36862,603207,Vehicle Collision or Pedestrian Struck (with Injury),2018,8,25,7,54,DAVIE ST / GRANVILLE ST,Central Business District,490821.0,5458274.0
36863,603225,Vehicle Collision or Pedestrian Struck (with Injury),2018,7,17,6,18,DAVIE ST / HOWE ST,Central Business District,490748.0,5458346.0
36864,603244,Vehicle Collision or Pedestrian Struck (with Injury),2018,5,24,21,5,DAVIE ST / RICHARDS ST,Central Business District,490961.0,5458133.0
36865,603269,Vehicle Collision or Pedestrian Struck (with Injury),2018,3,2,18,0,DENMAN ST / ALBERNI ST,West End,490227.0,5459946.0
36866,603270,Vehicle Collision or Pedestrian Struck (with Injury),2018,4,24,5,35,DENMAN ST / ALBERNI ST,West End,490227.0,5459946.0
36867,603288,Vehicle Collision or Pedestrian Struck (with Injury),2018,8,25,13,19,DENMAN ST / PENDRELL ST,West End,489762.0,5459476.0
36868,603311,Vehicle Collision or Pedestrian Struck (with Injury),2018,2,20,20,11,DISCOVERY ST / W 16TH AVE,West Point Grey,485213.0,5456186.0
36869,603324,Vehicle Collision or Pedestrian Struck (with Injury),2018,5,8,17,0,DRAKE ST / HOMER ST,Central Business District,490918.0,5457946.0
36870,603331,Vehicle Collision or Pedestrian Struck (with Injury),2018,3,28,16,14,DRAKE ST / RICHARDS ST,Central Business District,490847.0,5458015.0
36871,603364,Vehicle Collision or Pedestrian Struck (with Injury),2018,9,16,0,49,DUNBAR ST / W KING EDWARD AVE,Dunbar-Southlands,486522.0,5455280.0
36872,603375,Vehicle Collision or Pedestrian Struck (with Injury),2018,5,25,14,24,DUNDAS ST / N RENFREW ST,Hastings-Sunrise,496799.0,5459114.0
36873,603404,Vehicle Collision or Pedestrian Struck (with Injury),2018,11,25,3,23,DUNSMUIR ST / BURRARD ST,Central Business District,491317.0,5459212.0
36874,603411,Vehicle Collision or Pedestrian Struck (with Injury),2018,4,19,19,17,DUNSMUIR ST / CAMBIE ST,Central Business District,491886.0,5458643.0
36875,603412,Vehicle Collision or Pedestrian Struck (with Injury),2018,10,31,5,42,DUNSMUIR ST / CAMBIE ST,Central Business District,491886.0,5458643.0
36876,603419,Vehicle Collision or Pedestrian Struck (with Injury),2018,4,27,16,58,DUNSMUIR ST / GRANVILLE ST,Central Business District,491535.0,5458993.0
36877,603433,Vehicle Collision or Pedestrian Struck (with Injury),2018,3,24,11,35,DUNSMUIR ST / RICHARDS ST,Central Business District,491675.0,5458852.0
36878,603477,Vehicle Collision or Pedestrian Struck (with Injury),2018,11,8,16,51,E 11TH AVE / CLARK DR,Kensington-Cedar Cottage,494362.0,5456419.0
36879,603479,Vehicle Collision or Pedestrian Struck (with Injury),2018,11,20,16,20,E 11TH AVE / MAIN ST,Mount Pleasant,492653.0,5456488.0
36880,603495,Vehicle Collision or Pedestrian Struck (with Injury),2018,7,26,15,29,E 12TH AVE / CLARK DR,Kensington-Cedar Cottage,494362.0,5456321.0
36881,603497,Vehicle Collision or Pedestrian Struck (with Injury),2018,5,11,19,53,E 12TH AVE / COMMERCIAL DR,Kensington-Cedar Cottage,494917.0,5456315.0
36882,603506,Vehicle Collision or Pedestrian Struck (with Injury),2018,6,21,5,47,E 12TH AVE / FRASER ST,Mount Pleasant,493510.0,5456333.0
36883,603524,Vehicle Collision or Pedestrian Struck (with Injury),2018,4,21,14,20,E 12TH AVE / KINGSWAY AVE,Mount Pleasant,492973.0,5456350.0
36884,603525,Vehicle Collision or Pedestrian Struck (with Injury),2018,5,19,23,13,E 12TH AVE / KINGSWAY AVE,Mount Pleasant,492973.0,5456350.0
36885,603533,Vehicle Collision or Pedestrian Struck (with Injury),2018,6,4,17,15,E 12TH AVE / ONTARIO ST,Mount Pleasant,492357.0,5456392.0
36886,603607,Vehicle Collision or Pedestrian Struck (with Injury),2018,4,9,9,21,E 16TH AVE / PRINCE EDWARD ST,Riley Park,492979.0,5455976.0
36887,603611,Vehicle Collision or Pedestrian Struck (with Injury),2018,2,9,14,13,E 16TH AVE / ST GEORGE ST,Riley Park,493175.0,5455971.0
36888,603623,Vehicle Collision or Pedestrian Struck (with Injury),2018,12,13,6,50,E 18TH AVE / FRASER ST,Riley Park,493454.0,5455766.0
36889,603657,Vehicle Collision or Pedestrian Struck (with Injury),2018,2,3,14,19,E 1ST AVE / CLARK DR,Strathcona,494371.0,5457434.0
36890,603675,Vehicle Collision or Pedestrian Struck (with Injury),2018,10,29,20,16,E 1ST AVE / COMMERCIAL DR,Grandview-Woodland,494931.0,5457427.0
36891,603689,Vehicle Collision or Pedestrian Struck (with Injury),2018,9,23,0,24,E 1ST AVE / LILLOOET ST,Hastings-Sunrise,497166.0,5457401.0
36892,603715,Vehicle Collision or Pedestrian Struck (with Injury),2018,2,26,11,58,E 1ST AVE / PENTICTON ST,Hastings-Sunrise,496211.0,5457405.0
36893,603763,Vehicle Collision or Pedestrian Struck (with Injury),2018,5,27,3,44,E 1ST AVE / WOODLAND DR,Grandview-Woodland,494653.0,5457431.0
36894,603784,Vehicle Collision or Pedestrian Struck (with Injury),2018,1,23,12,16,E 22ND AVE / NANAIMO ST,Kensington-Cedar Cottage,495880.0,5455317.0
36895,603808,Vehicle Collision or Pedestrian Struck (with Injury),2018,3,11,12,51,E 24TH AVE / ONTARIO ST,Riley Park,492360.0,5455205.0
36896,603837,Vehicle Collision or Pedestrian Struck (with Injury),2018,10,10,16,32,E 29TH AVE / EARLES ST,Renfrew-Collingwood,496931.0,5454642.0
36897,603867,Vehicle Collision or Pedestrian Struck (with Injury),2018,6,21,16,55,E 2ND AVE / CLARK DR,Strathcona,494370.0,5457335.0
36898,603868,Vehicle Collision or Pedestrian Struck (with Injury),2018,7,17,7,49,E 2ND AVE / CLARK DR,Strathcona,494370.0,5457335.0
36899,603996,Vehicle Collision or Pedestrian Struck (with Injury),2018,7,28,22,0,E 33RD AVE / VICTORIA DR,Kensington-Cedar Cottage,495241.0,5454144.0
36900,604022,Vehicle Collision or Pedestrian Struck (with Injury),2018,7,25,19,56,E 37TH AVE / VICTORIA DR,Kensington-Cedar Cottage,495235.0,5453795.0
36901,604042,Vehicle Collision or Pedestrian Struck (with Injury),2018,8,9,9,39,E 3RD AVE / RUPERT ST,Hastings-Sunrise,497555.0,5457200.0
36902,604067,Vehicle Collision or Pedestrian Struck (with Injury),2018,11,27,15,16,E 41ST AVE / COMMERCIAL ST,Kensington-Cedar Cottage,494999.0,5453319.0
36903,604096,Vehicle Collision or Pedestrian Struck (with Injury),2018,1,21,17,59,E 41ST AVE / FRASER ST,Riley Park,493407.0,5453352.0
36904,604097,Vehicle Collision or Pedestrian Struck (with Injury),2018,3,13,0,30,E 41ST AVE / FRASER ST,Riley Park,493407.0,5453352.0
36905,604119,Vehicle Collision or Pedestrian Struck (with Injury),2018,12,12,18,48,E 41ST AVE / KNIGHT ST,Kensington-Cedar Cottage,494389.0,5453331.0
36906,604146,Vehicle Collision or Pedestrian Struck (with Injury),2018,4,18,21,4,E 41ST AVE / NANAIMO ST,Victoria-Fraserview,495714.0,5453340.0
36907,604151,Vehicle Collision or Pedestrian Struck (with Injury),2018,1,8,13,14,E 41ST AVE / PRINCE ALBERT ST,Sunset,493608.0,5453339.0
36908,604174,Vehicle Collision or Pedestrian Struck (with Injury),2018,3,6,21,1,E 41ST AVE / ST GEORGE ST,Sunset,493115.0,5453354.0
36909,604223,Vehicle Collision or Pedestrian Struck (with Injury),2018,3,25,9,3,E 45TH AVE / MAIN ST,Sunset,492609.0,5452960.0
36910,604239,Vehicle Collision or Pedestrian Struck (with Injury),2018,3,27,10,41,E 47TH AVE / COMMERCIAL ST,Victoria-Fraserview,495023.0,5452764.0
36911,604262,Vehicle Collision or Pedestrian Struck (with Injury),2018,8,26,2,18,E 49TH AVE / BOUNDARY RD,Killarney,498268.0,5452129.0
36912,604271,Vehicle Collision or Pedestrian Struck (with Injury),2018,12,13,16,20,E 49TH AVE / DUMFRIES ST,Victoria-Fraserview,494572.0,5452500.0
36913,604295,Vehicle Collision or Pedestrian Struck (with Injury),2018,8,2,1,32,E 49TH AVE / FRASER ST,Sunset,493395.0,5452521.0
36914,604316,Vehicle Collision or Pedestrian Struck (with Injury),2018,10,23,9,30,E 49TH AVE / KILLARNEY ST,Killarney,496672.0,5452441.0
36915,604336,Vehicle Collision or Pedestrian Struck (with Injury),2018,5,28,14,55,E 49TH AVE / KNIGHT ST,Sunset,494369.0,5452502.0
36916,604337,Vehicle Collision or Pedestrian Struck (with Injury),2018,12,9,8,2,E 49TH AVE / KNIGHT ST,Sunset,494369.0,5452502.0
36917,604344,Vehicle Collision or Pedestrian Struck (with Injury),2018,1,5,20,19,E 49TH AVE / MAIN ST,Sunset,492599.0,5452545.0
36918,604374,Vehicle Collision or Pedestrian Struck (with Injury),2018,3,2,12,34,E 49TH AVE / TYNE ST,Killarney,497650.0,5452428.0
36919,604375,Vehicle Collision or Pedestrian Struck (with Injury),2018,12,22,15,36,E 49TH AVE / TYNE ST,Killarney,497650.0,5452428.0
36920,604394,Vehicle Collision or Pedestrian Struck (with Injury),2018,11,14,10,3,E 49TH AVE / VICTORIA DR,Victoria-Fraserview,495211.0,5452489.0
36921,604395,Vehicle Collision or Pedestrian Struck (with Injury),2018,11,22,20,55,E 49TH AVE / VICTORIA DR,Victoria-Fraserview,495211.0,5452489.0
36922,604405,Vehicle Collision or Pedestrian Struck (with Injury),2018,1,5,17,35,E 4TH AVE / CLARK DR,Strathcona,494368.0,5457132.0
36923,604407,Vehicle Collision or Pedestrian Struck (with Injury),2018,8,14,16,24,E 4TH AVE / COMMERCIAL DR,Grandview-Woodland,494929.0,5457125.0
36924,604424,Vehicle Collision or Pedestrian Struck (with Injury),2018,9,1,10,20,E 50TH AVE / PRINCE EDWARD ST,Sunset,492897.0,5452432.0
36925,604426,Vehicle Collision or Pedestrian Struck (with Injury),2018,7,10,14,30,E 51ST AVE / CULLODEN ST,Sunset,494265.0,5452294.0
36926,604453,Vehicle Collision or Pedestrian Struck (with Injury),2018,5,18,17,33,E 53RD AVE / KNIGHT ST,Sunset,494358.0,5452115.0
36927,604454,Vehicle Collision or Pedestrian Struck (with Injury),2018,11,20,14,18,E 53RD AVE / KNIGHT ST,Sunset,494358.0,5452115.0
36928,604457,Vehicle Collision or Pedestrian Struck (with Injury),2018,4,24,7,9,E 54TH AVE / DUFF ST,Victoria-Fraserview,495298.0,5451942.0
36929,604469,Vehicle Collision or Pedestrian Struck (with Injury),2018,9,10,19,20,E 54TH AVE / KERR ST,Killarney,496993.0,5451931.0
36930,604472,Vehicle Collision or Pedestrian Struck (with Injury),2018,12,18,17,36,E 54TH AVE / KILLARNEY ST,Killarney,496712.0,5451935.0
36931,604490,Vehicle Collision or Pedestrian Struck (with Injury),2018,8,25,21,32,E 55TH AVE / KNIGHT ST,Sunset,494372.0,5451869.0
36932,604540,Vehicle Collision or Pedestrian Struck (with Injury),2018,7,31,21,2,E 57TH AVE / ST GEORGE ST,Sunset,493091.0,5451732.0
36933,604560,Vehicle Collision or Pedestrian Struck (with Injury),2018,6,10,14,45,E 59TH AVE / KNIGHT ST,Sunset,494388.0,5451513.0
36934,604561,Vehicle Collision or Pedestrian Struck (with Injury),2018,6,19,16,29,E 59TH AVE / KNIGHT ST,Sunset,494388.0,5451513.0
36935,604568,Vehicle Collision or Pedestrian Struck (with Injury),2018,6,21,16,7,E 59TH AVE / MAIN ST,Sunset,492575.0,5451554.0
